date,edit_count,unique_editors,avg_size_change,total_size_change,topic
2017-08-09,3,3,32.0,96.0,Bitcoin
2017-08-10,4,4,-69.25,-277.0,Bitcoin
2017-08-11,1,1,-8.0,-8.0,Bitcoin
2017-08-12,6,6,-4328.333333333333,-25970.0,Bitcoin
2017-08-13,7,3,-53.42857142857143,-374.0,Bitcoin
2017-08-16,4,3,-85.25,-341.0,Bitcoin
2017-08-17,4,4,73.0,292.0,Bitcoin
2017-08-19,3,3,19.0,57.0,Bitcoin
2017-08-20,4,3,-13.25,-53.0,Bitcoin
2017-08-21,2,2,-83.5,-167.0,Bitcoin
2017-08-22,6,6,31.0,186.0,Bitcoin
2017-08-23,7,6,-58.42857142857143,-409.0,Bitcoin
2017-08-24,10,4,-231.4,-2314.0,Bitcoin
2017-08-25,5,4,8.8,44.0,Bitcoin
2017-08-26,3,3,-128.0,-384.0,Bitcoin
2017-08-27,6,5,-0.5,-3.0,Bitcoin
2017-08-28,5,4,0.0,0.0,Bitcoin
2017-08-30,5,5,211.0,1055.0,Bitcoin
2017-08-31,6,2,-9.0,-54.0,Bitcoin
2017-09-02,1,1,-13.0,-13.0,Bitcoin
2017-09-04,2,2,17.0,34.0,Bitcoin
2017-09-06,3,3,-41.0,-123.0,Bitcoin
2017-09-07,1,1,95.0,95.0,Bitcoin
2017-09-08,16,4,-38.125,-610.0,Bitcoin
2017-09-09,2,2,19.0,38.0,Bitcoin
2017-09-10,1,1,11.0,11.0,Bitcoin
2017-09-11,3,3,-56.0,-168.0,Bitcoin
2017-09-13,10,9,-23.7,-237.0,Bitcoin
2017-09-14,6,6,514.0,3084.0,Bitcoin
2017-09-15,4,3,-757.0,-3028.0,Bitcoin
2017-09-16,2,2,8.5,17.0,Bitcoin
2017-09-17,5,5,22.2,111.0,Bitcoin
2017-09-18,8,5,0.0,0.0,Bitcoin
2017-09-19,3,2,-31.333333333333332,-94.0,Bitcoin
2017-09-22,4,2,-45.0,-180.0,Bitcoin
2017-09-23,5,1,-250.8,-1254.0,Bitcoin
2017-09-24,4,3,-6.5,-26.0,Bitcoin
2017-09-25,4,2,28.25,113.0,Bitcoin
2017-09-27,4,3,-60.75,-243.0,Bitcoin
2017-09-28,10,6,-9.2,-92.0,Bitcoin
2017-09-29,5,4,95.4,477.0,Bitcoin
2017-10-01,3,2,1.3333333333333333,4.0,Bitcoin
2017-10-03,16,6,-23.75,-380.0,Bitcoin
2017-10-04,10,8,-17.1,-171.0,Bitcoin
2017-10-05,5,4,61.6,308.0,Bitcoin
2017-10-06,4,3,-25.5,-102.0,Bitcoin
2017-10-07,20,7,-20.25,-405.0,Bitcoin
2017-10-08,14,4,-34.57142857142857,-484.0,Bitcoin
2017-10-09,17,7,282.05882352941177,4795.0,Bitcoin
2017-10-10,18,7,-101.16666666666667,-1821.0,Bitcoin
2017-10-11,28,10,-0.17857142857142858,-5.0,Bitcoin
2017-10-12,16,11,9.625,154.0,Bitcoin
2017-10-13,12,7,19.0,228.0,Bitcoin
2017-10-14,15,8,12.2,183.0,Bitcoin
2017-10-15,11,8,-39.81818181818182,-438.0,Bitcoin
2017-10-16,9,7,48.666666666666664,438.0,Bitcoin
2017-10-17,12,10,-52.416666666666664,-629.0,Bitcoin
2017-10-18,12,8,-48.666666666666664,-584.0,Bitcoin
2017-10-19,12,6,12.166666666666666,146.0,Bitcoin
2017-10-20,3,2,-2.3333333333333335,-7.0,Bitcoin
2017-10-21,4,3,-12.25,-49.0,Bitcoin
2017-10-22,4,3,12.75,51.0,Bitcoin
2017-10-23,11,6,-5.0,-55.0,Bitcoin
2017-10-24,4,1,-14.75,-59.0,Bitcoin
2017-10-25,1,1,-35.0,-35.0,Bitcoin
2017-10-26,1,1,35.0,35.0,Bitcoin
2017-10-27,1,1,-228.0,-228.0,Bitcoin
2017-11-01,2,2,-84.0,-168.0,Bitcoin
2017-11-02,3,3,-249.66666666666666,-749.0,Bitcoin
2017-11-03,4,3,-58.25,-233.0,Bitcoin
2017-11-05,2,2,0.5,1.0,Bitcoin
2017-11-07,2,2,375.0,750.0,Bitcoin
2017-11-09,2,1,-2301.5,-4603.0,Bitcoin
2017-11-11,7,3,-3.0,-21.0,Bitcoin
2017-11-12,1,1,-28.0,-28.0,Bitcoin
2017-11-13,6,5,-42.5,-255.0,Bitcoin
2017-11-20,3,2,295.0,885.0,Bitcoin
2017-11-22,2,2,-19.0,-38.0,Bitcoin
2017-11-23,1,1,-198.0,-198.0,Bitcoin
2017-11-25,3,2,66.0,198.0,Bitcoin
2017-11-26,7,5,2.857142857142857,20.0,Bitcoin
2017-11-27,2,2,-30.0,-60.0,Bitcoin
2017-11-28,3,2,-78.0,-234.0,Bitcoin
2017-11-29,8,4,-168.0,-1344.0,Bitcoin
2017-11-30,6,5,-2.8333333333333335,-17.0,Bitcoin
2017-12-01,1,1,-1411.0,-1411.0,Bitcoin
2017-12-03,42,4,1.2380952380952381,52.0,Bitcoin
2017-12-04,59,5,-83.94915254237289,-4953.0,Bitcoin
2017-12-05,54,8,42.111111111111114,2274.0,Bitcoin
2017-12-06,18,6,-32.888888888888886,-592.0,Bitcoin
2017-12-07,9,6,-87.0,-783.0,Bitcoin
2017-12-08,9,4,34.333333333333336,309.0,Bitcoin
2017-12-09,4,2,-6.5,-26.0,Bitcoin
2017-12-10,6,2,-1817.5,-10905.0,Bitcoin
2017-12-11,7,3,-2.0,-14.0,Bitcoin
2017-12-12,2,2,-439.0,-878.0,Bitcoin
2017-12-13,2,2,27.5,55.0,Bitcoin
2017-12-14,6,2,-12.833333333333334,-77.0,Bitcoin
2017-12-15,2,1,266.0,532.0,Bitcoin
2017-12-16,12,4,2.0833333333333335,25.0,Bitcoin
2017-12-17,25,7,65.24,1631.0,Bitcoin
2017-12-19,2,2,-33.5,-67.0,Bitcoin
2017-12-20,3,3,-158.0,-474.0,Bitcoin
2017-12-21,1,1,-12.0,-12.0,Bitcoin
2017-12-22,5,4,-1.4,-7.0,Bitcoin
2017-12-24,8,4,-18.0,-144.0,Bitcoin
2017-12-25,1,1,132.0,132.0,Bitcoin
2017-12-26,9,4,-6.555555555555555,-59.0,Bitcoin
2017-12-27,5,5,8.8,44.0,Bitcoin
2017-12-28,6,6,5.5,33.0,Bitcoin
2017-12-29,6,3,-111.16666666666667,-667.0,Bitcoin
2017-12-30,3,3,-263.3333333333333,-790.0,Bitcoin
2018-01-01,1,1,-27.0,-27.0,Bitcoin
2018-01-02,6,2,-30.666666666666668,-184.0,Bitcoin
2018-01-03,26,6,-3.8846153846153846,-101.0,Bitcoin
2018-01-04,11,4,15.727272727272727,173.0,Bitcoin
2018-01-05,22,8,24.954545454545453,549.0,Bitcoin
2018-01-06,2,2,-195.0,-390.0,Bitcoin
2018-01-07,2,1,333.0,666.0,Bitcoin
2018-01-10,6,4,-34.0,-204.0,Bitcoin
2018-01-11,8,4,31.125,249.0,Bitcoin
2018-01-12,9,5,-177.66666666666666,-1599.0,Bitcoin
2018-01-13,7,4,175.0,1225.0,Bitcoin
2018-01-14,5,3,-82.2,-411.0,Bitcoin
2018-01-15,7,3,-156.28571428571428,-1094.0,Bitcoin
2018-01-16,8,4,-52.125,-417.0,Bitcoin
2018-01-17,8,4,-25.5,-204.0,Bitcoin
2018-01-19,1,1,139.0,139.0,Bitcoin
2018-01-20,6,2,-252.66666666666666,-1516.0,Bitcoin
2018-01-22,5,3,186.6,933.0,Bitcoin
2018-01-23,4,3,-1053.75,-4215.0,Bitcoin
2018-01-24,3,2,-210.33333333333334,-631.0,Bitcoin
2018-01-25,18,6,-71.16666666666667,-1281.0,Bitcoin
2018-01-26,8,3,-156.875,-1255.0,Bitcoin
2018-01-27,7,2,61.857142857142854,433.0,Bitcoin
