date,edit_count,unique_editors,avg_size_change,total_size_change,topic
2010-03-23,2,2,-19.5,-39.0,Ukraine
2010-03-26,1,1,-13.0,-13.0,Ukraine
2010-03-28,1,1,-253.0,-253.0,Ukraine
2010-03-29,3,1,-97.66666666666667,-293.0,Ukraine
2010-03-31,1,1,-15.0,-15.0,Ukraine
2010-04-02,1,1,-16.0,-16.0,Ukraine
2010-04-04,1,1,-7.0,-7.0,Ukraine
2010-04-08,1,1,-36.0,-36.0,Ukraine
2010-04-11,1,1,-430.0,-430.0,Ukraine
2010-04-17,1,1,0.0,0.0,Ukraine
2010-04-18,1,1,0.0,0.0,Ukraine
2010-04-19,1,1,0.0,0.0,Ukraine
2010-04-20,2,2,8.5,17.0,Ukraine
2010-04-23,2,2,-74.5,-149.0,Ukraine
2010-04-29,2,2,5.5,11.0,Ukraine
2010-05-09,2,2,-28.5,-57.0,Ukraine
2010-05-10,2,2,-16.0,-32.0,Ukraine
2010-05-14,1,1,-2.0,-2.0,Ukraine
2010-05-15,4,1,-6.0,-24.0,Ukraine
2010-05-16,1,1,0.0,0.0,Ukraine
2010-05-17,2,2,-56.0,-112.0,Ukraine
2010-05-18,2,2,-541.0,-1082.0,Ukraine
2010-05-19,1,1,-38.0,-38.0,Ukraine
2010-05-23,1,1,-22.0,-22.0,Ukraine
2010-05-24,1,1,125.0,125.0,Ukraine
2010-05-25,1,1,-17.0,-17.0,Ukraine
2010-06-02,1,1,-17.0,-17.0,Ukraine
2010-06-03,1,1,-99.0,-99.0,Ukraine
2010-06-04,1,1,-3.0,-3.0,Ukraine
2010-06-05,2,2,-27.0,-54.0,Ukraine
2010-06-06,1,1,0.0,0.0,Ukraine
2010-06-07,1,1,-4.0,-4.0,Ukraine
2010-06-09,2,2,-28.0,-56.0,Ukraine
2010-06-12,3,3,-4.666666666666667,-14.0,Ukraine
2010-06-13,1,1,9.0,9.0,Ukraine
2010-06-16,1,1,-118.0,-118.0,Ukraine
2010-06-18,1,1,0.0,0.0,Ukraine
2010-06-19,2,1,0.0,0.0,Ukraine
2010-06-20,10,4,-27.0,-270.0,Ukraine
2010-06-21,2,2,16.5,33.0,Ukraine
2010-06-23,4,4,0.0,0.0,Ukraine
2010-06-24,3,2,-9.0,-27.0,Ukraine
2010-06-25,1,1,-6.0,-6.0,Ukraine
2010-06-27,1,1,-8.0,-8.0,Ukraine
2010-06-28,5,5,2.2,11.0,Ukraine
2010-06-29,2,2,-8.0,-16.0,Ukraine
2010-07-02,2,2,0.5,1.0,Ukraine
2010-07-06,3,3,-14.333333333333334,-43.0,Ukraine
2010-07-07,13,8,-2.6923076923076925,-35.0,Ukraine
2010-07-08,2,2,32.0,64.0,Ukraine
2010-07-09,3,3,0.3333333333333333,1.0,Ukraine
2010-07-10,1,1,110.0,110.0,Ukraine
2010-07-11,1,1,-38.0,-38.0,Ukraine
2010-07-12,1,1,-4.0,-4.0,Ukraine
2010-07-14,1,1,0.0,0.0,Ukraine
2010-07-15,1,1,1.0,1.0,Ukraine
2010-07-16,1,1,6.0,6.0,Ukraine
2010-07-17,7,4,-35.857142857142854,-251.0,Ukraine
2010-07-20,2,1,14.5,29.0,Ukraine
2010-07-21,2,2,-49.0,-98.0,Ukraine
2010-07-22,2,2,34.5,69.0,Ukraine
2010-07-24,3,2,7.333333333333333,22.0,Ukraine
2010-07-26,3,3,-84.33333333333333,-253.0,Ukraine
2010-07-27,1,1,0.0,0.0,Ukraine
2010-07-28,1,1,0.0,0.0,Ukraine
2010-07-29,5,5,27020.2,135101.0,Ukraine
2010-07-30,2,2,-67553.5,-135107.0,Ukraine
2010-08-02,2,2,-136.5,-273.0,Ukraine
2010-08-03,1,1,15.0,15.0,Ukraine
2010-08-05,1,1,-114.0,-114.0,Ukraine
2010-08-08,6,5,12.333333333333334,74.0,Ukraine
2010-08-09,2,2,20.0,40.0,Ukraine
2010-08-10,2,2,-2.0,-4.0,Ukraine
2010-08-11,2,2,636.5,1273.0,Ukraine
2010-08-12,4,3,-485.75,-1943.0,Ukraine
2010-08-14,7,3,96.0,672.0,Ukraine
2010-08-16,4,3,-3.25,-13.0,Ukraine
2010-08-17,2,2,4.5,9.0,Ukraine
2010-08-19,1,1,-47.0,-47.0,Ukraine
2010-08-23,4,4,-274.5,-1098.0,Ukraine
2010-08-24,2,1,-355.0,-710.0,Ukraine
2010-08-25,2,2,120.0,240.0,Ukraine
2010-08-26,2,2,-3.0,-6.0,Ukraine
2010-08-27,1,1,-115.0,-115.0,Ukraine
2010-08-28,1,1,-22.0,-22.0,Ukraine
2010-08-29,2,2,68.5,137.0,Ukraine
2010-08-30,3,3,-11.333333333333334,-34.0,Ukraine
